rid,question_name
325,多地开展新冠抗体检测，一次 20-30 元不等，和核酸、抗原检测有何不同？哪些人群可以做？
326,多国检出「德尔塔克戎变异株」，专家称「未成主流毒株」，其传播力如何？是否有传入我国的风险？
327,中疾控称 CH.1.1 短期内不会引起本土大规模流行，面对 CH.1.1 应如何做好防护？
328,在你看来，2022苦吗？
329,据相关专家及媒体报道，5-6月将迎来第二波疫情感染高峰，你怎么看？
330,世卫个别官员质疑中方新冠数据，中疾控回应将新冠溯源政治化，是中国科学界无法容忍的，哪些信息值得关注？
331,中疾控表示，疫情发现地不等于起源地，现在远远没有足够证据证明貉是病毒源头，病毒溯源研究有哪些难点？
332,流行病学专家曾光回应「变异株是否会大面积流行」，称「我国免疫屏障已相当牢固」，这意味着什么？
333,奥密克戎株新冠 mRNA 疫苗获国家药监局临床批件，与灭活疫苗相比效力如何？还有哪些信息值得关注？
334,张伯礼揭秘「未阳人」，「与身体因素关系相对较小，与防护措施、生活习惯关系更大」，对防疫有哪些指导意义？
335,钟南山称「感染 BA.5 后再感染 XBB 的几率仍较高，仍需考虑疫苗干预」，应该如何做好防护？
336,国家药监局附条件批准两款新冠病毒感染治疗药物上市，其中哪些信息值得关注？
337,为什么亲美亲日的中国人都反俄？
338,外交部表示「来华人员在登机前48小时须核酸检测」，对疫情防控及出行有哪些影响？
339,新冠病毒消失了吗？
340,美国约翰·霍普金斯大学「新冠资源中心」宣布将关闭，这意味着什么？如何评价该中心在疫情期间所发挥的作用？
341,怎么样看待中小学不再要求学生上课戴口罩？
342,北京将开展人群血清抗体调查，这对疫情防控有何实际意义？如何更好利用调查结果？
343,如何看待海外媒体Project Veritas卧底视频爆料的辉瑞公司考虑培育新冠变种？
344,如何评价钟南山，吴尊友，张文宏？
345,如何看待 2023 年 1 月 25 日中疾控发布全国新冠感染情况？
346,如何看待张文宏抖音账号改为私密？
347,中疾控专家称「没有证据表明 XBB 变异株致病力增加」，现有治疗方法能否应对 XBB 变异株？
348,「超长寒假」将结束，多地公布方案，新学期开学还要做核酸吗？有哪些要求？
349,中国驻美大使馆提醒「登机前 48 小时内核酸检测阴性者方可赴华」，哪些信息值得关注？
350,2023 春中小学开学后学校会怎样运转？对新冠复阳或二次感染在学校内出现学校会怎样?
351,日本决定于 5 月 8 日将新冠下调为与季节性流感相同的「 5 类」，哪些信息值得关注？
352,如何看待美国NIH官方报道，新冠病毒损害T细胞，就像艾滋病毒一样？
353,现在是疫情低峰期(2023年2月），我可以用医用外科口罩代替N95吗，等到了高峰期再戴回N95？
354,有证据证明新冠病毒已经突破了人类的血脑屏障、血眼屏障、血睾屏障、血胎屏障了吗？
355,新冠最有可能的起源是什么？新冠病毒有无从实验室泄漏的可能？
356,中疾控表示自 2022 年 12 月以来共发现 11 例重点关注新冠变异株，有哪些信息值得关注？
357,2023年春节，说说你身边疫情的发展，有人第二次阳吗？
358,现在还没有阳是什么原因?
359,2 月 3 日至 9 日在院新冠相关死亡病例 912 例，哪些信息值得关注？你身边疫情情况如何？
360,2023年春季中小学将正常开学了如何保护孩子如何防疫?
361,首个国产 3CL 新冠创新药先诺欣获批，有效降低 96% 病毒载量，预计何时投入使用？
362,张文宏是否应该获得共和国勋章？
363,我阳了第四天，经理打电话让我回去上班，我该怎么办？
364,如何评价青岛小伙从身价千万到街头摆摊，妻子每天洗两百根猪蹄还债？这几年处境艰难的人，现在怎么样了？
365,2023年，疫情放开，大家都在做什么项目呢？有没有适合推荐的项目呀？
366,目前来看，新冠会和当年的非典一样在中国奇迹般消失吗？
367,欧盟宣布「即日起，逐步取消针对自中国出发旅客的入境防疫要求」，释放了哪些信号？
368,高福称「第二波高峰会出现在偏远农村地区」，针对变异株的新冠疫苗，应尽快批准使用，有什么信息值得关注？
369,新冠患者医保报销政策调整，住院费全额保障、门诊专项保障等特殊保障政策转为常规保障，哪些信息值得关注？
370,什么原因造成「N95口罩血氧仪价格大跳水」？目前还需要囤货吗？
371,如何评价中南大学湘雅医院在medRxiv发表的预印本，对国产抗新冠病毒药阿兹夫定给予了积极评价？
372,病毒会不会从口罩海绵条进去啊？
373,我们老师说：钱印多了就没用了。是否正确？
374,拿房好还是拿钱好？
375,还没有阳的人如何做好个人防护?
376,如何看待香港全面取消戴口罩？疫情消失了么？
377,世卫组织讨论结束新冠全球紧急状态，预计最早在 1 月 30 日出结果，哪些信息值得关注？
378,世卫组织研究表明「感染新冠病毒并接种疫苗形成的免疫保护可持续至少一年」，哪些信息值得关注？
379,疫情过后，不戴口罩出门，第一感觉是啥？
380,hy3000 3月份能上市让大家购买吗？
381,减轻心脏负担的措施方法有哪些？
382,疫情为何来也匆匆去也匆匆？
383,甲流进入高发期，与新冠症状有何不同？该如何防治？
384,我现在还没阳，马上开学了怎么办?
385,中疾控称「截至 1 月 30 日，我国共监测发现 24 例CH.1.1」，致病性会更强吗？如何应对？
386,第二波疫情来了吗?
387,戴口罩的有效防护（病毒）时间是怎么算的？
388,最近几年为什么那么多大公司都在裁员？
389,中疾控通报「12 月以来发现本土重点关注变异株 30 例」，哪些信息值得关注？
390,为什么现在大家阳后都很虚弱，而之前方舱里那么多人可以跳广场舞?
391,中疾控「去年 12 月至今年 2 月 23 日共发现本土重点关注变异株 22 例」，哪些信息值得关注？
392,本土首次检出XBB毒株，如何应对？该采取哪些措施？
393,中疾控周报显示，春节期间疫情未明显反弹，我国本轮疫情已近尾声，哪些信息值得关注？
394,怎么判断第二轮感染开始的信号？第二轮感染将以什么样的形式、什么样的速度展开？
395,世卫组织研究称感染新冠病毒并接种疫苗形成的免疫保护可「持续至少一年」，哪些信息值得关注？
396,中疾控说2023年第4周新冠阳性率已下降至8.3%，怎么理解？
397,媒体称新冠危重症患者占比骤增，医院仍在承担较大抗疫压力，当前各医院重症现状如何？如何避免医疗资源挤兑？
398,专家回应 XBB、BQ.1毒株是否会引发又一次感染高峰，称「今年上半年可能性较小」，哪些信息值得关注？
399,江西当地市民谈「全员核酸检测通知」，称「很惊讶现在还有这样的事情，身边人都不理会」，如何看待？
400,家中奶奶新冠去世，爷爷一直走不出来，该如何安慰他?
401,怎么看待鸡新冠ibv与人新冠COVID-19高度相同的演化史？
402,23年3月3日中国台湾新增本土新冠确诊病例13532例，死亡62例，当前台湾疫情防控如何？
403,新冠病毒会造成血管栓塞，大家有什么预防措施？
404,为什么国外开放后一波又一波疫情，我身边的人却几乎没有感染过第二次？
405,每日核酸阳性 4000 人以上，专家称「新冠没有消失，处于低水平流行」，有哪些信息值得关注？
406,中疾控通报「在院新冠病毒感染死亡病例 1 月 30 日较峰值下降 89.8%」，哪些信息值得关注？
407,张文宏谈「专家」的作用，称「专家的角色一直在那里，很重要，也没那么重要」，如何解读这一言论？
408,日本近一个月新冠死亡人数飙升，日本新冠死亡率上升的原因有哪些？
409,专家表示应早准备应对第二波疫情冲击，需要做好哪些准备？
410,23年2月6日中国台湾新增本土新冠确诊病例16391例，死亡63例，目前台湾疫情防控如何？
411,武汉急诊科医生自述再经历新冠冲击，市所有医院重症比例平均超三成，但信息透明化已大为好转，具体情况如何？
412,美国总统拜登称将于 5 月 11 日结束新冠疫情紧急状态，哪些信息值得关注？
413,如何评价我父亲在疫情防控期间试图制造假阳性来阻止我出省？
414,新冠药“利德维”上市，每盒795元，由注册成立刚满一年的企业研发申报！你敢吃吗？
415,新冠口服药莫诺拉韦多地开售，部分地区已可以医保报销，此款药物治疗效果如何？有哪些信息值得关注?
416,今天是2023年1月13日，新冠第一波是不是已经过去了？
417,新冠疫情，现在算是过去了吗？
418,N95口罩防护新冠的效果到底如何?
419,新冠病毒的病死率已降至 0.08%，这一数据说明了什么？
420,现在全国疫情到底属于什么情况？
421,1月13日中国台湾新增本土新冠确诊病例 21384例，死亡 53 例，目前台湾疫情防控如何？
422,想知道放开以后大学生对开学是什么态度?
423,如果带着记忆回到疫情前，你最想改变什么?
424,新冠已经过去了，地铁公交上带口罩的意义有哪些？
425,我是一名高中生但得了新官后每天睡10个小时好了之后现在调整不过时间来了，睡的时间对我来说太长了咋办?
